game_name,title,view,dm,like,coin,collect,share,upload_date,url
使命召唤,【COD17捉迷藏集锦】观众觉得不合理不重要，重要的是主播觉得合理,51.5万 ,1340,1.5万,1152,794,403,2021-02-12,https://www.bilibili.com/video/BV1Cv4y1Z7kH
使命召唤,【COD17捉迷藏】藏这位置老外笑疯了都,34.4万 ,648,1.3万,1135,542,100,2021-03-03,https://www.bilibili.com/video/BV1Ef4y147rt
使命召唤,【COD17捉迷藏】看似有破绽，实则找不到？？？,27.5万 ,657,1.3万,791,585,180,2021-02-02,https://www.bilibili.com/video/BV11v411s7P9
使命召唤,【COD17捉迷藏】我一个推车在别墅上很正常啊,66.4万 ,2070,1.9万,1769,1551,888,2021-02-14,https://www.bilibili.com/video/BV1Wo4y197zt
使命召唤,【steam每日资讯】免费领取雷曼传奇，Steam喜加七，COD16封禁5万外挂账号，绝地求生愚人节新模式，R星捐出部分收益用于抗疫，命运2，人类一败涂地史低！,26.6万 ,1390,1.6万,4385,1680,666,2020-04-01,https://www.bilibili.com/video/BV1jC4y147FV
使命召唤,【COD17捉迷藏】保 持 低 调,70.4万 ,1375,2.4万,1510,1788,929,2021-01-29,https://www.bilibili.com/video/BV1cN411R7kk
使命召唤,【COD17捉迷藏】杂物堆里的咖啡机，贴脸都看不到,30.1万 ,609,1.4万,1028,527,86,2021-02-18,https://www.bilibili.com/video/BV1Fp4y1W75X
使命召唤,【若曦】FPX突破手的训练赛后日常 使命召唤手游,2450 ,3,150,18,14,6,2022-04-08,https://www.bilibili.com/video/BV1cL4y1j7W4
使命召唤,【站点位意识教学】把对局掌控在自己的手里不要跟着对面的节奏打！使命召唤手游,2386 ,1,280,17,12,4,2022-04-06,https://www.bilibili.com/video/BV1FY4y1i7fM
使命召唤,【某某阳】超爽！Cod大逃杀，独狼21杀吃鸡！！,14.7万 ,595,1.2万,7325,1286,853,2020-03-17,https://www.bilibili.com/video/BV1NE411F7NC
使命召唤,狙击手麦克：最恐怖的杀人武器！COD18魔王降临，来自地狱的嘶吼,4.9万 ,243,5672,763,243,18,2021-12-24,https://www.bilibili.com/video/BV1Wu411S7P5
使命召唤,【cod17】冷战僵尸大结局,11.7万 ,105,1905,63,362,40,2021-11-28,https://www.bilibili.com/video/BV1ZS4y1Q7wC
使命召唤,COD手游｜DR-H最强机瞄？电竞风暴传奇枪｜解说KH,1.0万 ,29,589,27,26,分享,2022-03-26,https://www.bilibili.com/video/BV1Sa411t7sT
使命召唤,"cod16春节打折了，22年还要买cod16,不妨听我说几句",6.1万 ,27,988,87,173,73,2022-01-29,https://www.bilibili.com/video/BV1Za411m7nd
使命召唤,Epic下周限免福利|杀手3半价新史低|天外世界大包新史低|COD系列国区解锁后首次特惠|免费申请机动战士高达测试|你好邻居2预购|时空之轮2复刻版发售|,1070 ,1,140,32,4,15,2022-04-08,https://www.bilibili.com/video/BV1BL4y1j7Uf
使命召唤,【COD16】世 界 名 画,21.2万 ,43,6326,861,2708,818,2020-10-09,https://www.bilibili.com/video/BV1ZZ4y157V4
使命召唤,大好事！分析微软收购动视暴雪！COD加入XGP？有望回归Steam？,5.3万 ,243,2545,198,398,459,2022-01-19,https://www.bilibili.com/video/BV1oL411c7rs
使命召唤,COD16不要让战斗停下来,8647 ,6,223,14,24,15,2022-04-01,https://www.bilibili.com/video/BV1p44y1P73x
使命召唤,俄 式 救 援！COD8拯救人质老兵禁用消音武器整活通关,1547 ,2,35,8,14,分享,2022-04-10,https://www.bilibili.com/video/BV1ua411q7G2
使命召唤,《使命召唤手游》谁还能打出这样的击杀快感？,3381 ,13,140,19,7,5,2022-04-06,https://www.bilibili.com/video/BV1CY411775Y
使命召唤,殭屍大軍來襲!!菜鳥搬救兵_兩個「神祕高手」能拯救他嗎!?Feat.羽毛_阿神【決勝時刻M】Call Of Duty Mobile,12.4万 ,1215,1.1万,8550,1354,175,2020-02-05,https://www.bilibili.com/video/BV1f7411n7ad
使命召唤,超越COD16的AK换弹动画,6.0万 ,16,573,8,52,11,2022-02-04,https://www.bilibili.com/video/BV1iu411d7DJ
使命召唤,cod史上最棒的一个功能----赛后投票,9.7万 ,45,2198,352,1480,2437,2021-11-24,https://www.bilibili.com/video/BV1HM4y1P7cQ
使命召唤,cod16典中典,3.4万 ,13,2292,23,893,133,2022-02-12,https://www.bilibili.com/video/BV1Lq4y187Ja
使命召唤,【COD17捉迷藏】挑战不合理的极限,24.4万 ,1090,1.1万,1213,564,144,2021-02-27,https://www.bilibili.com/video/BV16i4y1N7xt
使命召唤,【cod18】年 味 渐 浓,6.4万 ,53,1194,282,576,1959,2021-12-18,https://www.bilibili.com/video/BV19i4y1d7GB
使命召唤,【COD16】武器封面教学，4个简单效果示范。（工具都在简介中）,3048 ,1,168,97,119,12,2022-04-05,https://www.bilibili.com/video/BV1Kr4y1p7Ln
使命召唤,COD16｜我直接把老妹握在手上！,24.8万 ,74,3472,432,1486,19,2021-06-18,https://www.bilibili.com/video/BV1bw411f7uM
使命召唤,【彩蛋】第五赛季新图暗藏玄机 COD16最阴间的彩蛋（ft.害羞的东牛哥）,25.4万 ,243,9248,1011,1211,1394,2020-08-06,https://www.bilibili.com/video/BV1gf4y197NS
使命召唤,【整活片场】你们最想看的真人还原COD16处决动作第二期,13.1万 ,151,9475,1632,3511,466,2021-07-18,https://www.bilibili.com/video/BV1G44y127oD
使命召唤,使命召唤:战区 史诗&沙雕时刻#755,1495 ,2,64,3,11,2,2022-04-10,https://www.bilibili.com/video/BV1WS4y127jA
使命召唤,“COD16手游”全新版本，相似度更高了！,2.5万 ,23,606,17,132,7,2022-03-09,https://www.bilibili.com/video/BV1Q34y1b76Y
使命召唤,cod16魔改小狙 你还在玩蛇击？时代变了！！,25.2万 ,271,7448,884,1437,1674,2020-04-04,https://www.bilibili.com/video/BV1zK4y1C786
使命召唤,我不是最后一个发现COD16本体加了热斗的人吧？,7.0万 ,71,3135,100,211,157,2021-12-27,https://www.bilibili.com/video/BV173411v7Lj
使命召唤,COD16用老婆小手枪欺负蹲逼韩国棒子给三连吗?,1.3万 ,22,817,187,95,8,2022-03-17,https://www.bilibili.com/video/BV133411s7kb
使命召唤,这就是使命召唤国服巨婴吗？必须志才,1.9万 ,17,994,37,75,5,2022-03-12,https://www.bilibili.com/video/BV1BP4y1M7mk
使命召唤,PS4【使命召唤18】手柄【重力感应】 教程说明,1535 ,1,22,3,5,分享,2022-04-09,https://www.bilibili.com/video/BV1wF411g7hQ
使命召唤,【GMOD】超高还原 COD16 等模组，极度舒适！！,22.3万 ,261,6819,1035,5069,221,2021-05-03,https://www.bilibili.com/video/BV1hv411j7mH
使命召唤,【使命召唤手游】Kilo 141出场率跟M14差不多少，你们觉得这把枪怎么样。,451 ,1,53,3,4,1,2022-04-10,https://www.bilibili.com/video/BV1eZ4y127Q4
使命召唤,COD18：一个好玩的游戏，也是一个吃相难看的公司做出的商品。,5.3万 ,647,3617,1638,544,282,2021-12-07,https://www.bilibili.com/video/BV1Mg411P75c
使命召唤,【COD17捉迷藏】队友暴露我但是队友死了,24.4万 ,1007,9649,739,426,62,2021-04-03,https://www.bilibili.com/video/BV1w54y1b7aq
使命召唤,【资讯】COD17全面曝光22个细节 战区第二张地图成多元宇宙 使命召唤黑色行动冷战剧情+多人模式新规则,22.5万 ,1347,6890,2044,1285,2380,2020-06-27,https://www.bilibili.com/video/BV1zk4y1q7jZ
使命召唤,NiKo在BLAST玩起了COD,5.0万 ,4,2012,17,39,14,2022-01-30,https://www.bilibili.com/video/BV11S4y1y7gh
使命召唤,哪把枪才能诠释你心中的信仰？| COD16,2.8万 ,68,1300,413,1066,477,2022-02-13,https://www.bilibili.com/video/BV1AL4y1G7Mi
使命召唤,纯黑《COD16战区》整晚未尝一败疯狂反奶六连胜 第四胜（之前的误删了）,17.9万 ,691,1.2万,3293,1315,284,2020-03-19,https://www.bilibili.com/video/BV1d7411R7tN
使命召唤,当你审讯屠夫时把枪对准普莱斯【COD16】,29.6万 ,396,3594,140,772,119,2019-11-14,https://www.bilibili.com/video/BV1nJ411D7mT
使命召唤,[COD16] 人类早期驯服M4的珍贵录像,5187 ,1,108,10,14,2,2022-04-04,https://www.bilibili.com/video/BV1M34y1x7Gd
使命召唤,【COD17捉迷藏】一群人愣是找不到一个人,16.6万 ,972,1.0万,677,457,95,2021-06-30,https://www.bilibili.com/video/BV1Jb4y1y7po
使命召唤,[COD18]别给尼玛给老子发先锋了,7.5万 ,34,2384,785,924,561,2021-12-08,https://www.bilibili.com/video/BV1a44y1a72U
使命召唤,【使命召唤手游】战神之路必看38横屏版！！你真的以为，我只是一把屑手枪？,22.0万 ,263,4601,1414,1796,50,2021-05-29,https://www.bilibili.com/video/BV1do4y117gZ
