game_name,title,view,dm,like,coin,collect,share,upload_date,url
命运战士,铠甲勇士主题曲《命运战士》 这又是多少人的青春啊！,140 ,0,4,1,收藏,分享,2022-03-23,https://www.bilibili.com/video/BV1X94y1Z7MC
命运战士,铠甲勇士光影传奇 铠甲勇士光影传奇主题曲《命运战士》,549 ,0,25,2,4,分享,2020-08-25,https://www.bilibili.com/video/BV1Za4y177Hj
命运战士,“黄昏之下，铠甲苏醒”,24.7万 ,72,7939,449,1636,70,2021-05-25,https://www.bilibili.com/video/BV12v411G7jG
命运战士,【wota艺】铠甲勇士主题曲-命运战士,9558 ,139,25,48,48,43,2017-09-25,https://www.bilibili.com/video/BV16x411G7fB
命运战士,【女化】《铠甲勇士》刘亦菲×刘诗诗×赵丽颖×金晨×李一桐‖《命运战士》——陈致逸,2.0万 ,182,849,172,447,72,2019-03-04,https://www.bilibili.com/video/BV1Nb411z7v4
命运战士,【偶活x捷德】闪烁光芒的命运战士,283 ,0,12,4,4,3,2021-05-08,https://www.bilibili.com/video/BV1DK4y1w7cm
命运战士,【LP弹一切】Soldier of Fortune,241 ,0,6,3,4,分享,2021-10-24,https://www.bilibili.com/video/BV1hL411g7gE
命运战士,【翻唱童年】铠甲勇士OP 命运战士,819 ,0,12,7,4,7,2018-05-12,https://www.bilibili.com/video/BV1nW411F7jG
命运战士,【假面骑士OOO】命运战士（铠甲勇士主题曲）,5746 ,51,44,109,144,43,2017-09-05,https://www.bilibili.com/video/BV1ix411x7oq
命运战士,这 T M 才 是 铠 甲 勇 士！,37.7万 ,806,2.3万,4739,6730,1712,2020-12-25,https://www.bilibili.com/video/BV1HX4y1T7E5
命运战士,【经典重玩】《命运战士2：双重螺旋》第一期 敌人居然有手雷了，而且还是一堆,619 ,2,17,2,4,分享,2020-12-07,https://www.bilibili.com/video/BV1i64y1f7Vu
命运战士,命运战士2第五篇,20 ,0,1,投币,收藏,分享,2022-01-14,https://www.bilibili.com/video/BV1qq4y1y76w
命运战士,这，就是只狼（命运战士）,67 ,0,7,2,收藏,分享,2022-03-26,https://www.bilibili.com/video/BV1v44y1N73A
命运战士,【洛克王国】伊 瑟 拉 宠 物 解 析 ，曹 贼 竟 是 我 自 己 ？,9127 ,70,401,18,36,8,2021-08-30,https://www.bilibili.com/video/BV1AM4y157bt
命运战士,Deep Purple - Soldier Of Fortune Guitar Lesson With Tab(Slow Tempo),1212 ,0,34,9,72,5,2021-05-21,https://www.bilibili.com/video/BV1sV411j7bM
命运战士,FATE - 命运战士,201 ,0,4,投币,收藏,6,2018-05-06,https://www.bilibili.com/video/BV1bW411G77f
命运战士,当你用铠甲勇士的方式打开文豪野犬,201 ,4,30,18,9,3,2020-05-06,https://www.bilibili.com/video/BV1iz411z7sm
命运战士,铠甲勇士主题曲合集,481 ,1,11,4,6,分享,2021-09-01,https://www.bilibili.com/video/BV1s44y1C74D
命运战士,【铠甲勇士】大地岩土之载纳十方的力量——地虎铠甲,2.7万 ,81,1465,144,195,10,2020-11-06,https://www.bilibili.com/video/BV1AK411P7VU
命运战士,【节奏大师】铠甲勇士片头曲《命运战士》与节奏大师之间的疯狂碰撞！这视频太赞了！,2322 ,11,65,16,15,6,2019-06-21,https://www.bilibili.com/video/BV1h441137cW
命运战士,「LOUDNESS」- SOLDIER OF FORTUNE,634 ,0,10,7,23,10,2021-03-16,https://www.bilibili.com/video/BV1EA411N7DW
命运战士,燃向mad 【甲铁城的卡巴内利】Soldier Of Fortune,2463 ,17,3,25,38,16,2016-05-18,https://www.bilibili.com/video/BV1ms411B78o
命运战士,用铠甲勇士的方式打开斩!赤红之瞳,174 ,2,16,3,3,1,2020-03-18,https://www.bilibili.com/video/BV167411d72i
命运战士,【奇迹之音】命运战士 不败的英雄,1420 ,2,39,7,33,2,2021-03-13,https://www.bilibili.com/video/BV1qX4y1V7g8
命运战士,此生无悔入华夏，来世还在种花家,227 ,0,8,3,3,3,2019-10-07,https://www.bilibili.com/video/BV1uJ411c71P
命运战士,战螺旋地狱五阎罗,417 ,0,10,投币,收藏,分享,2022-03-02,https://www.bilibili.com/video/BV1yi4y1y7sy
命运战士,算是完成童年的梦想了,7.6万 ,56,2849,138,533,58,2021-02-19,https://www.bilibili.com/video/BV1Nf4y167Wd
命运战士,命运战士2开场动画【剧情持续更新】,213 ,0,4,4,2,3,2018-09-10,https://www.bilibili.com/video/BV14W411o7gB
命运战士,[SOF2][命运战士2]联机打机器人,148 ,0,6,1,2,分享,2021-04-03,https://www.bilibili.com/video/BV1vX4y1g7Ks
命运战士,3杀手解说-命运战士2-3丛林之狐,1122 ,1,5,2,5,9,2017-01-12,https://www.bilibili.com/video/BV1Ws411h7VK
命运战士,用铠甲勇士的OP打开泰坦掉了俩,1598 ,4,75,27,17,14,2021-08-16,https://www.bilibili.com/video/BV1S44y1y78Y
命运战士,铠甲勇士，合体！,785 ,3,37,12,11,2,2021-09-30,https://www.bilibili.com/video/BV1Ff4y1J7JU
命运战士,【铠甲勇士】BGM串烧,120 ,1,6,投币,收藏,分享,2021-08-05,https://www.bilibili.com/video/BV1Jv411K7WQ
命运战士,你从来没听过的铠甲勇士主题曲——命运战役,880 ,0,17,3,8,分享,2019-11-07,https://www.bilibili.com/video/BV1kE411i7SX
命运战士,【蓝光60帧】铠甲勇士Ⅰ 『命运战士』,399 ,0,10,投币,7,3,2021-12-24,https://www.bilibili.com/video/BV1CF411B78F
命运战士,6杀手解说-命运战士2-6生化病毒,489 ,0,3,投币,2,6,2017-01-13,https://www.bilibili.com/video/BV1js411h7o9
命运战士,【铠甲降临到我身边】命 运 战 士,1107 ,12,79,24,24,5,2020-07-26,https://www.bilibili.com/video/BV1nt4y1X7uR
命运战士,IG铠甲——用铠甲勇士的方式打开S8-IG,754 ,0,40,23,9,2,2022-03-29,https://www.bilibili.com/video/BV1Da411x7vD
命运战士,造3八卦有多坑？,9.6万 ,28,1169,65,76,6,2021-06-04,https://www.bilibili.com/video/BV12V411x7p7
命运战士,翻唱《铠甲勇士》主题曲,75 ,1,5,2,1,分享,2022-03-25,https://www.bilibili.com/video/BV1EF411W71k
命运战士,童年经典电视剧《铠甲勇士》主题曲《命运战士》,29 ,0,点赞,投币,收藏,分享,2021-12-27,https://www.bilibili.com/video/BV1oR4y1g7Q9
命运战士,始于炎龙，初代铠甲勇士的杂志图（命运战士）,870 ,1,36,投币,26,分享,2021-10-19,https://www.bilibili.com/video/BV14b4y1h7gE
命运战士,命运战士（2021）,100 ,0,4,1,1,分享,2021-01-10,https://www.bilibili.com/video/BV1iA411W74L
命运战士,烟雨江湖：本来能打得过，结果因为汵月剑意！我TM心态崩了呀！,1209 ,4,39,投币,2,分享,2021-04-19,https://www.bilibili.com/video/BV1R54y1L7fU
命运战士,【经典重玩】《命运战士2：双重螺旋》第二期，潜行？不存在的。,268 ,0,11,投币,1,分享,2020-12-10,https://www.bilibili.com/video/BV1UV41187sr
命运战士,【铠甲降临到我身边】用铠甲勇士的方式打开天使降临到我身边,2624 ,22,199,46,44,15,2019-08-17,https://www.bilibili.com/video/BV124411Z7SQ
命运战士,我有个朋友她硬要唱铠甲勇士,197 ,0,11,6,4,分享,2022-01-16,https://www.bilibili.com/video/BV1HY411h7yz
命运战士,【Fortnite 堡垒之夜】 “铠甲勇士—欧米茄”,1796 ,3,14,4,2,4,2020-02-15,https://www.bilibili.com/video/BV1X7411g7i8
命运战士,【童年回忆杀】这些国产特摄你还记得吗（无水印）,1732 ,42,48,20,25,2,2019-04-13,https://www.bilibili.com/video/BV1ib411M7YV
命运战士,DeepPurple - Soldier Of Fortune,33 ,0,1,投币,收藏,分享,2022-03-06,https://www.bilibili.com/video/BV1kY411g7x3
命运战士,捷德+铠甲勇士=？,217 ,0,14,8,3,3,2020-08-09,https://www.bilibili.com/video/BV1V64y1c7HW
命运战士,命运战士2剧情流程 最终章 商店 完结,717 ,0,7,2,7,5,2018-10-03,https://www.bilibili.com/video/BV1dW411m7zT
命运战士,『MAD/命运战士/蓝光』铠甲勇士,484 ,0,17,1,5,3,2020-01-22,https://www.bilibili.com/video/BV1x7411e7Ar
命运战士,【A-SOUL/团剪】铠甲勇士人间体身份疑似曝光！,3.8万 ,171,2063,519,831,414,2021-06-16,https://www.bilibili.com/video/BV1Sh411a7t2
命运战士,Soldier of Fortune - Deep Purple - Fingerstyle Guitar Tutorial TAB + Chords + Ly,427 ,0,13,2,30,分享,2021-07-24,https://www.bilibili.com/video/BV1RX4y1F7R9
命运战士,谁说风暴没用的？,1.0万 ,30,345,34,29,5,2020-08-01,https://www.bilibili.com/video/BV1P54y1i7it
命运战士,【赛尔号巅峰】进可强化突突突，退可先手勇勇勇——无烬魂王的燃烧艺术,4893 ,6,301,139,31,10,2022-02-28,https://www.bilibili.com/video/BV1Xm4y1R73V
命运战士,假如铠甲勇士BGM加入英雄联盟会发生什么？,72 ,0,4,3,1,分享,2022-04-06,https://www.bilibili.com/video/BV1734y1x7tC
命运战士,命运战士2第六篇,20 ,0,点赞,投币,收藏,分享,2022-01-17,https://www.bilibili.com/video/BV15Z4y1f7QW
命运战士,1杀手解说-命运战士2-1营救博士,690 ,2,5,2,5,分享,2017-01-10,https://www.bilibili.com/video/BV1js411h7c7
命运战士,游戏史上读盘最久的游戏 30分钟载入的游戏有多夸张？,81.7万 ,3415,3.3万,1.4万,5214,246,2019-06-30,https://www.bilibili.com/video/BV1Jx411R7Db
命运战士,用《命运战士》的方式打开奥奇传说,26 ,0,点赞,投币,收藏,分享,2021-06-13,https://www.bilibili.com/video/BV1Go4y1y7c4
命运战士,【铠甲勇士】铠甲勇士重在勇士，铠甲只是为了帮助消灭敌人,147 ,0,10,2,收藏,2,2019-12-07,https://www.bilibili.com/video/BV1rJ411e7yT
命运战士,【阴阳怪气X铠甲勇士】“弟 虎 铠 甲“,780 ,5,41,16,13,3,2020-07-02,https://www.bilibili.com/video/BV1GZ4y1p7bD
命运战士,Soldier of Fortune-Steve Balsamo 2014,1104 ,1,15,7,55,8,2017-11-11,https://www.bilibili.com/video/BV1Ex4117788
命运战士,4杀手解说-命运战士2-4丛林杀手,160 ,1,2,投币,收藏,1,2017-01-12,https://www.bilibili.com/video/BV1Ws411h7KU
命运战士,当鬼灭之刃遇上命运战士,33 ,0,1,投币,收藏,1,2021-07-19,https://www.bilibili.com/video/BV14y4y1j7zi
命运战士,【铠甲勇士/进击的巨人】巨人勇士,836 ,6,60,12,19,8,2020-05-13,https://www.bilibili.com/video/BV16g4y1B7Hs
命运战士,FGO宝具混剪系列：命运战士 #22,92 ,0,14,8,6,分享,2020-10-03,https://www.bilibili.com/video/BV1rt4y1q7KU
命运战士,当铠甲勇士主题曲《命运战士》被谷歌翻译114514次,1714 ,10,176,2,22,分享,2021-08-29,https://www.bilibili.com/video/BV1yQ4y117Po
命运战士,用《铠甲勇士》的方式打开原神,1690 ,18,89,23,23,3,2021-04-22,https://www.bilibili.com/video/BV1GV411J7bt
命运战士,当《不败的英雄》抢了《命运战士》的位置后……,70 ,0,5,投币,收藏,1,2021-05-16,https://www.bilibili.com/video/BV1iv41157JD
命运战士,【初凡出品】两支笔演奏铠甲勇士片头曲《命运战士》|段杨桃,164 ,0,15,5,5,分享,2020-03-15,https://www.bilibili.com/video/BV1JE4113764
命运战士,为了一款三十年前非常牛逼的冷门游戏，我修改了百度百科？！【游戏考古】,1.8万 ,92,753,100,614,310,2021-09-21,https://www.bilibili.com/video/BV1SM4y1g7SA
命运战士,Soldier Of Fortune -Deep Purple,78 ,0,1,投币,收藏,分享,2021-11-07,https://www.bilibili.com/video/BV1dQ4y1S7g1
命运战士,"用王者荣耀CG的方式打开铠甲勇士OP,竟毫无违和感",7.1万 ,387,3208,990,1332,170,2019-05-09,https://www.bilibili.com/video/BV164411v7o9
命运战士,命运战士2第七篇,11 ,0,点赞,投币,收藏,分享,2022-01-18,https://www.bilibili.com/video/BV1rL411c7Ff
命运战士,铠甲勇士主题曲（王者荣耀英雄篇）,36 ,0,1,投币,收藏,分享,2021-11-04,https://www.bilibili.com/video/BV1i3411k7qM
命运战士,震惊！唐可可居然成为了铠 甲 勇 士 豆瓣评分：8.8分,436 ,0,22,8,9,2,2022-02-01,https://www.bilibili.com/video/BV1Sb4y1E7su
命运战士,【Deep Purple】Soldier Of Fortune,1646 ,0,42,12,66,17,2020-03-16,https://www.bilibili.com/video/BV1ME411G7Qk
命运战士,【RAVEN】使命召唤打工仔“乌鸦”是个什么来头？Raven制作组FPS回顾盘点,8.2万 ,357,2553,947,761,64,2021-03-10,https://www.bilibili.com/video/BV1UK4y1J7ta
命运战士,百将行游戏op（Soldier of Fortune版）,1246 ,0,7,1,19,26,2015-09-26,https://www.bilibili.com/video/BV1ws41127is
命运战士,soldier of fortune—loudness cover,147 ,0,3,2,2,分享,2020-01-04,https://www.bilibili.com/video/BV1SJ4115771
命运战士,全程高能！当你用铠甲勇士的BGM打开光环会发生怎样的碰撞！！！,12.0万 ,475,5002,1669,2628,310,2019-06-22,https://www.bilibili.com/video/BV1j4411u7LX
命运战士,【MAD混剪】铠甲勇士之特利迦,2078 ,5,66,17,20,8,2021-10-25,https://www.bilibili.com/video/BV11h411b7Pz
命运战士,【PUBGLITE】但你的操作配上命运战士这首歌会有什么样的感觉,273 ,2,13,4,1,分享,2020-05-30,https://www.bilibili.com/video/BV1o5411s7yv
